Name,Pitcher Handedness,Hitter Handedness,Season,PA,wOBA,OPS,GB%,LD%,Hard%,BB%,K%,NameASCII,PlayerId,MLBAMID
Rougned Odor,Right,Left,2018,1596,0.293300524,0.685850799,0.348303393,0.183632734,0.37512148,0.076441102,0.264411027,Rougned Odor,12282,596059
Rowdy Tellez,Right,Left,2018,1456,0.322104827,0.765910559,0.373878364,0.199401794,0.38285145,0.085164835,0.217032967,Rowdy Tellez,15679,642133
Ryan McMahon,Right,Left,2018,1973,0.335032556,0.780185512,0.43097643,0.234848484,0.42436975,0.105423213,0.286872782,Ryan McMahon,15112,641857
Ryan O'Hearn,Right,Left,2018,1246,0.315927376,0.74008417,0.419277108,0.209638554,0.40504808,0.077849117,0.247993579,Ryan O'Hearn,16442,656811
Sam Hilliard,Right,Left,2019,569,0.31007891,0.7250959,0.43533123,0.186119873,0.35423197,0.100175746,0.335676625,Sam Hilliard,17954,656541
Sandy León,Right,Left,2018,623,0.227620782,0.507319637,0.366391184,0.192837465,0.25198939,0.06741573,0.311396468,Sandy Leon,5273,506702
Scooter Gennett,Right,Left,2018,545,0.35092989,0.824472378,0.404639175,0.234536082,0.38265306,0.058715596,0.211009174,Scooter Gennett,10339,571697
Seth Brown,Right,Left,2019,1125,0.329848327,0.776210191,0.335180055,0.189750692,0.37707182,0.085333333,0.266666666,Seth Brown,18171,664913
Shin-Soo Choo,Right,Left,2018,1015,0.376130027,0.879754031,0.459770114,0.226600985,0.45380875,0.143842364,0.234482758,Shin-Soo Choo,3174,425783
Shohei Ohtani,Right,Left,2018,1969,0.397967566,0.964466661,0.402327514,0.221945137,0.44039735,0.127983748,0.251396648,Shohei Ohtani,19755,660271
Stephen Vogt,Right,Left,2019,673,0.284676434,0.667033398,0.293598233,0.187637969,0.36483516,0.09063893,0.228826151,Stephen Vogt,5000,519390
Steven Duggar,Right,Left,2018,642,0.293087004,0.683937211,0.423173803,0.236775818,0.32258065,0.070093457,0.297507788,Steven Duggar,17719,621453
Steven Kwan,Right,Left,2022,992,0.338536057,0.77042985,0.408163265,0.248724489,0.18527919,0.106854838,0.09173387,Steven Kwan,24610,680757
Taylor Walls,Right,Left,2021,691,0.261057604,0.576433673,0.398550724,0.169082125,0.28095238,0.114327062,0.273516642,Taylor Walls,22458,670764
TJ Friedl,Right,Left,2021,712,0.328302573,0.761215681,0.361493123,0.180746561,0.26654064,0.082865168,0.154494382,TJ Friedl,19522,670770
Tommy Edman,Right,Left,2019,1745,0.306923393,0.702655047,0.484267075,0.214121258,0.30114068,0.06704871,0.165616045,Tommy Edman,19470,669242
Tommy La Stella,Right,Left,2018,980,0.332407866,0.772235238,0.431524547,0.214470284,0.33804627,0.079591836,0.110204081,Tommy La Stella,12371,600303
Tony Kemp,Right,Left,2018,1684,0.300725723,0.678662704,0.410112359,0.209470304,0.25290023,0.09976247,0.118764845,Tony Kemp,14894,643393
Tony Wolters,Right,Left,2018,571,0.263971345,0.59628471,0.483709273,0.245614035,0.25742574,0.091068301,0.185639229,Tony Wolters,11470,547172
Travis Jankowski,Right,Left,2018,786,0.304539921,0.678418659,0.54916512,0.209647495,0.2322695,0.11832061,0.159033078,Travis Jankowski,13768,608671
Travis Shaw,Right,Left,2018,1029,0.322058334,0.751522488,0.3168,0.2048,0.37936508,0.126336248,0.253644314,Travis Shaw,11982,543768
Trent Grisham,Right,Left,2019,1523,0.300745426,0.682635413,0.377952755,0.199100112,0.31917211,0.121470781,0.264609323,Trent Grisham,18564,663757
Trevor Larnach,Right,Left,2021,529,0.323208545,0.74140888,0.397887323,0.190140845,0.41549296,0.120982986,0.328922495,Trevor Larnach,21501,663616
Tucker Barnhart,Right,Left,2018,1475,0.294057669,0.671600876,0.420675537,0.230296827,0.31256281,0.096271186,0.221016949,Tucker Barnhart,10200,571466
Tyler Naquin,Right,Left,2018,1168,0.327146622,0.77028268,0.443877551,0.214285714,0.40201005,0.056506849,0.253424657,Tyler Naquin,13359,571980
Tyler Wade,Right,Left,2018,514,0.282298081,0.628904416,0.471760797,0.192691029,0.19298246,0.097276264,0.227626459,Tyler Wade,15730,642180
Victor Caratini,Right,Left,2018,1118,0.300931368,0.691112922,0.512953367,0.190414507,0.31354839,0.094812164,0.203041144,Victor Caratini,14968,605170
Victor Reyes,Right,Left,2018,964,0.28620477,0.665987253,0.430615164,0.26609442,0.32011331,0.034232365,0.228215767,Victor Reyes,15487,622682
Wander Franco,Right,Left,2021,866,0.323913837,0.753116019,0.461764705,0.230882352,0.33529412,0.080831408,0.130484988,Wander Franco,23667,677551
Willi Castro,Right,Left,2019,1064,0.30125872,0.694843147,0.397321428,0.21875,0.26193922,0.060150375,0.265977443,Willi Castro,17338,650489
Willie Calhoun,Right,Left,2018,806,0.304935111,0.709964773,0.376602564,0.197115384,0.3525641,0.079404466,0.1426799,Willie Calhoun,17838,641432
Wilmer Difo,Right,Left,2018,660,0.300103869,0.694550628,0.449152542,0.230932203,0.21161826,0.093939393,0.174242424,Wilmer Difo,14320,594694
Yasmani Grandal,Right,Left,2018,1853,0.327568923,0.748236627,0.423407917,0.192771084,0.36620926,0.138154344,0.223961144,Yasmani Grandal,11368,518735
Yoán Moncada,Right,Left,2018,2148,0.330625113,0.767511152,0.393181818,0.231818181,0.38131123,0.096834264,0.279795158,Yoan Moncada,17232,660162
Yolmer Sánchez,Right,Left,2018,990,0.293981062,0.670707767,0.455621301,0.220414201,0.27625899,0.079797979,0.206060606,Yolmer Sanchez,11602,570560
Yonder Alonso,Right,Left,2018,700,0.304381242,0.703456817,0.400835073,0.212943632,0.37006237,0.107142857,0.202857142,Yonder Alonso,2530,475174
Yordan Alvarez,Right,Left,2019,1301,0.413908968,0.996122021,0.340553549,0.219013237,0.45728039,0.132205995,0.215219062,Yordan Alvarez,19556,670541
Zach McKinstry,Right,Left,2020,763,0.287255795,0.657445488,0.356573705,0.219123505,0.29306931,0.076015727,0.254259501,Zach McKinstry,19392,656716
