Name,Pitcher Handedness,Hitter Handedness,Season,PA,wOBA,OPS,GB%,LD%,Hard%,BB%,K%,NameASCII,PlayerId,MLBAMID
Nolan Arenado,Right,Right,2018,2577,0.352037685,0.839154477,0.368207211,0.193499238,0.35837563,0.079549864,0.149398525,Nolan Arenado,9777,571448
Orlando Arcia,Right,Right,2018,1477,0.281687317,0.651179584,0.518448438,0.171239356,0.29924953,0.062288422,0.211238997,Orlando Arcia,13185,606115
Óscar Mercado,Right,Right,2019,602,0.280953599,0.654168549,0.406818181,0.179545454,0.31910112,0.058139534,0.194352159,Oscar Mercado,16375,640458
Owen Miller,Right,Right,2021,650,0.283169778,0.650903233,0.468879668,0.201244813,0.2593361,0.053846153,0.193846153,Owen Miller,24655,680911
Patrick Wisdom,Right,Right,2018,877,0.319655039,0.742894008,0.322368421,0.173245614,0.39651416,0.095781071,0.364880273,Patrick Wisdom,13602,621550
Paul DeJong,Right,Right,2018,1811,0.304623174,0.709224854,0.363175675,0.201013513,0.37162162,0.073992269,0.25289895,Paul DeJong,18015,657557
Paul Goldschmidt,Right,Right,2018,2806,0.36197593,0.844257953,0.395027624,0.222099447,0.39226519,0.114041339,0.232715609,Paul Goldschmidt,9218,502671
Pedro Severino,Right,Right,2018,737,0.274037986,0.622820036,0.419958419,0.216216216,0.28247423,0.085481682,0.24559023,Pedro Severino,14523,600474
Pete Alonso,Right,Right,2019,2099,0.364438906,0.869600979,0.386638237,0.178393745,0.36958067,0.086707956,0.214864221,Pete Alonso,19251,624413
Ramón Laureano,Right,Right,2018,1443,0.31616238,0.732469494,0.407366071,0.212053571,0.35300668,0.072072072,0.277200277,Ramon Laureano,17128,657656
Ramón Urías,Right,Right,2020,772,0.332189436,0.757829938,0.506849315,0.211350293,0.31906615,0.071243523,0.243523316,Ramon Urias,18795,602104
Randal Grichuk,Right,Right,2018,1992,0.301038211,0.70512783,0.421319796,0.176939811,0.34735315,0.049698795,0.245481927,Randal Grichuk,10243,545341
Randy Arozarena,Right,Right,2019,1475,0.331960511,0.7575884,0.495081967,0.174863387,0.33842795,0.092203389,0.25898305,Randy Arozarena,19290,668227
Renato Núñez,Right,Right,2018,764,0.327420133,0.770392782,0.35787321,0.204498977,0.31428571,0.073298429,0.268324607,Renato Nunez,14503,600524
Rhys Hoskins,Right,Right,2018,1943,0.343781129,0.803844812,0.312447786,0.203007518,0.35923141,0.11528564,0.255275347,Rhys Hoskins,16472,656555
Roberto Pérez,Right,Right,2018,708,0.262026982,0.596097514,0.518041237,0.167525773,0.37254902,0.09039548,0.323446327,Roberto Perez,2900,547379
Robinson Chirinos,Right,Right,2018,874,0.302243467,0.689652139,0.344329896,0.208247422,0.36032389,0.080091533,0.311212814,Robinson Chirinos,3142,455139
Ronald Acuña Jr.,Right,Right,2018,2353,0.388923873,0.918648587,0.419857235,0.210253082,0.43190661,0.104547386,0.223119422,Ronald Acuna Jr.,18401,660670
Ryan Braun,Right,Right,2018,721,0.328594092,0.78096805,0.468379446,0.219367588,0.3984375,0.051317614,0.21775312,Ryan Braun,3410,460075
Ryan Jeffers,Right,Right,2020,639,0.303193315,0.695248443,0.407008086,0.191374663,0.33156499,0.078247261,0.312989045,Ryan Jeffers,24618,680777
Ryan Mountcastle,Right,Right,2020,1247,0.319872368,0.74248478,0.403614457,0.196385542,0.33253012,0.069767441,0.256615878,Ryan Mountcastle,18373,663624
Ryan Zimmerman,Right,Right,2018,533,0.291355846,0.678726672,0.507936507,0.166666666,0.3994709,0.075046904,0.210131332,Ryan Zimmerman,4220,475582
Salvador Perez,Right,Right,2018,1782,0.325212977,0.76801333,0.3605919,0.215732087,0.40809969,0.029180695,0.23063973,Salvador Perez,7304,521692
Santiago Espinal,Right,Right,2020,679,0.29586521,0.664859981,0.440944881,0.212598425,0.23597679,0.075110456,0.154639175,Santiago Espinal,19997,669289
Scott Kingery,Right,Right,2018,816,0.286652723,0.669175259,0.369402985,0.22761194,0.34259259,0.06372549,0.263480392,Scott Kingery,17975,664068
Sean Murphy,Right,Right,2019,1235,0.338009163,0.778627527,0.415,0.2,0.34,0.097975708,0.22834008,Sean Murphy,19352,669221
Seiya Suzuki,Right,Right,2022,743,0.342835707,0.795650975,0.4360587,0.201257861,0.34800839,0.090174966,0.261103633,Seiya Suzuki,30116,673548
Spencer Steer,Right,Right,2022,570,0.326629732,0.742464594,0.383378016,0.19839142,0.3002681,0.103508771,0.222807017,Spencer Steer,26323,668715
Spencer Torkelson,Right,Right,2022,820,0.300459006,0.682446414,0.376699029,0.190291262,0.35339806,0.096341463,0.263414634,Spencer Torkelson,27465,679529
Starlin Castro,Right,Right,2018,1296,0.294951607,0.690000932,0.493914807,0.191683569,0.35091278,0.058641975,0.177469135,Starlin Castro,4579,516770
Starling Marte,Right,Right,2018,2040,0.346471261,0.804466983,0.516733601,0.197456492,0.3238973,0.05490196,0.173039215,Starling Marte,9241,516782
Stephen Piscotty,Right,Right,2018,1015,0.306148224,0.713782077,0.441860465,0.21366279,0.40493469,0.061083743,0.245320197,Stephen Piscotty,13367,572039
Taylor Ward,Right,Right,2018,1048,0.328075389,0.751674532,0.383010432,0.204172876,0.34074074,0.091603053,0.247137404,Taylor Ward,17548,621493
Teoscar Hernández,Right,Right,2018,2229,0.32888122,0.768747157,0.408633093,0.221582733,0.40948276,0.067294751,0.299237326,Teoscar Hernandez,13066,606192
Thairo Estrada,Right,Right,2019,907,0.315813204,0.726639435,0.491446345,0.191290824,0.25606061,0.045203969,0.198456449,Thairo Estrada,16426,642731
Tim Anderson,Right,Right,2018,2065,0.305309766,0.706700816,0.537173476,0.225050234,0.29632107,0.040677966,0.226634382,Tim Anderson,15172,641313
Tim Beckham,Right,Right,2018,530,0.286950279,0.672061262,0.465317919,0.173410404,0.34482759,0.060377358,0.273584905,Tim Beckham,7949,542921
Todd Frazier,Right,Right,2018,837,0.301225924,0.696087215,0.353463587,0.213143872,0.36879433,0.078853046,0.222222222,Todd Frazier,785,453943
Tomás Nido,Right,Right,2018,539,0.225692433,0.51869877,0.494382022,0.213483146,0.27567568,0.035250463,0.270871985,Tomas Nido,13755,621512
Tommy Pham,Right,Right,2018,2154,0.319730895,0.734452179,0.50678087,0.2041399,0.42337847,0.102135561,0.237233054,Tommy Pham,2967,502054
Travis d'Arnaud,Right,Right,2018,1137,0.312908656,0.726078912,0.413793103,0.215836526,0.34993614,0.06244503,0.233948988,Travis d'Arnaud,7739,518595
Trea Turner,Right,Right,2018,2674,0.347588875,0.810372425,0.461180124,0.200828157,0.32904884,0.069932685,0.194839192,Trea Turner,16252,607208
Trevor Story,Right,Right,2018,1978,0.336821837,0.793378337,0.368924302,0.20876494,0.39634631,0.080384226,0.273003033,Trevor Story,12564,596115
Trey Mancini,Right,Right,2018,1856,0.324013656,0.754998838,0.473769168,0.198547215,0.354318,0.080818965,0.238685344,Trey Mancini,15149,641820
Ty France,Right,Right,2019,1615,0.333590487,0.758513931,0.444061962,0.219449225,0.30722892,0.06873065,0.168421052,Ty France,17982,664034
Tyler O'Neill,Right,Right,2018,1276,0.32692479,0.765054485,0.390625,0.204427083,0.36979167,0.070532915,0.312695924,Tyler O'Neill,15711,641933
Tyler Stephenson,Right,Right,2020,768,0.32628454,0.742641226,0.485714285,0.273469387,0.30204082,0.091145833,0.256510416,Tyler Stephenson,17988,663886
Tyrone Taylor,Right,Right,2019,651,0.317106437,0.742278846,0.385809312,0.172949002,0.32522124,0.056835637,0.227342549,Tyrone Taylor,13675,621438
Victor Robles,Right,Right,2018,1240,0.279576218,0.641192076,0.389105058,0.234760051,0.25060241,0.054838709,0.243548387,Victor Robles,18363,645302
Vladimir Guerrero Jr.,Right,Right,2019,2213,0.365493905,0.860017103,0.476307692,0.179076923,0.38953846,0.088567555,0.166741979,Vladimir Guerrero Jr.,19611,665489
Whit Merrifield,Right,Right,2018,2605,0.316985796,0.732782235,0.404761904,0.246707193,0.29305136,0.064107485,0.165451055,Whit Merrifield,11281,593160
Wil Myers,Right,Right,2018,1386,0.313261221,0.7272039,0.437575757,0.214545454,0.38928571,0.084415584,0.305916305,Wil Myers,10047,571976
Will Smith,Right,Right,2019,1439,0.364320264,0.854757965,0.332313965,0.206931702,0.37308869,0.105628908,0.182070882,Will Smith,19197,669257
William Contreras,Right,Right,2020,850,0.323588962,0.741532507,0.530054644,0.158469945,0.34363636,0.094117647,0.251764705,William Contreras,20503,661388
Willson Contreras,Right,Right,2018,1998,0.33939362,0.778752516,0.524038461,0.169070512,0.3669579,0.094094094,0.237737737,Willson Contreras,11609,575929
Willy Adames,Right,Right,2018,2083,0.333984973,0.777962362,0.408301886,0.211320754,0.35864662,0.089294287,0.26644263,Willy Adames,15986,642715
Wilmer Flores,Right,Right,2018,1557,0.33357651,0.771768216,0.363636363,0.209341117,0.31442869,0.086705202,0.130378933,Wilmer Flores,5827,527038
Wilson Ramos,Right,Right,2018,932,0.316227111,0.737879645,0.610872675,0.17453505,0.34763948,0.068669527,0.172746781,Wilson Ramos,1433,467092
Xander Bogaerts,Right,Right,2018,2485,0.364599842,0.855435781,0.446111111,0.194444444,0.33592449,0.088531187,0.175050301,Xander Bogaerts,12161,593428
Yadier Molina,Right,Right,2018,1470,0.282114297,0.652116613,0.417021276,0.221276595,0.3559898,0.040136054,0.146258503,Yadier Molina,7007,425877
Yan Gomes,Right,Right,2018,1408,0.288396416,0.669156845,0.393292682,0.224593495,0.31300813,0.053267045,0.229403409,Yan Gomes,9627,543228
Yandy Díaz,Right,Right,2018,1591,0.350449872,0.796441014,0.532693984,0.184829991,0.36704446,0.120678818,0.147077309,Yandy Diaz,16578,650490
Yasiel Puig,Right,Right,2018,748,0.352106965,0.836537335,0.392857142,0.214285714,0.40601504,0.072192513,0.208556149,Yasiel Puig,14225,624577
Yonathan Daza,Right,Right,2019,608,0.294701287,0.661945031,0.537246049,0.214446952,0.22566372,0.06743421,0.177631578,Yonathan Daza,15794,602074
Yuli Gurriel,Right,Right,2018,2026,0.314821516,0.733375887,0.437423312,0.193251533,0.32699387,0.056762092,0.127838104,Yuli Gurriel,19198,493329
