Name,Team,Name,Season,PA,wOBA,OPS,GB%,LD%,Hard%,BB%,K%,NameASCII,PlayerId,MLBAMID
Jonathan Davis,- - -,Jonathan Davis,2018,316,0.245664499,0.53651059,0.510309278,0.18556701,0.17857143,0.075949367,0.268987341,Jonathan Davis,15104,641505
Jonathan India,CIN,Jonathan India,2021,1179,0.341954708,0.782684187,0.409921671,0.220626631,0.31640625,0.094147582,0.21798134,Jonathan India,21523,663697
Jonathan Lucroy,- - -,Jonathan Lucroy,2018,553,0.28115694,0.637360224,0.453271028,0.226635514,0.35116279,0.074141048,0.133815551,Jonathan Lucroy,7870,518960
Jonathan Schoop,- - -,Jonathan Schoop,2018,1765,0.288583809,0.672902493,0.464230171,0.193623639,0.28826729,0.038526912,0.219263456,Jonathan Schoop,11265,570731
Jordan Luplow,- - -,Jordan Luplow,2018,437,0.278492739,0.626300929,0.450184501,0.151291512,0.31636364,0.098398169,0.254004576,Jordan Luplow,16424,656669
Jordan Walker,STL,Jordan Walker,2023,346,0.356505122,0.823125091,0.47008547,0.188034188,0.37606838,0.080924855,0.228323699,Jordan Walker,27475,691023
Jordy Mercer,- - -,Jordy Mercer,2018,623,0.286744696,0.670965193,0.415704387,0.226327944,0.3202765,0.070626003,0.223113964,Jordy Mercer,6547,474568
Jorge Alfaro,- - -,Jorge Alfaro,2018,1159,0.285925769,0.658633368,0.526548672,0.210914454,0.36725664,0.042277825,0.343399482,Jorge Alfaro,12180,595751
Jorge Bonifacio,- - -,Jorge Bonifacio,2018,275,0.262088042,0.601356399,0.348066298,0.198895027,0.33333333,0.058181818,0.269090909,Jorge Bonifacio,12174,593528
Jorge Mateo,- - -,Jorge Mateo,2020,731,0.268168088,0.615265321,0.383647798,0.197064989,0.26789366,0.053351573,0.265389876,Jorge Mateo,17273,622761
Jorge Soler,- - -,Jorge Soler,2018,1976,0.336193152,0.789405699,0.410066006,0.185643564,0.40924092,0.104251012,0.263663967,Jorge Soler,14221,624585
José Abreu,- - -,José Abreu,2018,2617,0.334692131,0.784420277,0.463878326,0.19934818,0.36284628,0.071073748,0.20519679,Jose Abreu,15676,547989
Jose Altuve,HOU,Jose Altuve,2018,2208,0.366827172,0.856017946,0.47309833,0.204081632,0.30755177,0.095108695,0.152173913,Jose Altuve,5417,514888
Jose Barrero,CIN,Jose Barrero,2020,302,0.214041037,0.473780961,0.4375,0.1875,0.22360248,0.05629139,0.400662251,Jose Barrero,23378,676480
José Bautista,- - -,José Bautista,2018,267,0.326819824,0.738145398,0.319727891,0.210884353,0.40816327,0.149812734,0.292134831,Jose Bautista,1887,430832
Jose Iglesias,- - -,Jose Iglesias,2018,1548,0.306205391,0.708664765,0.489715189,0.223892405,0.2588513,0.036821705,0.128552971,Jose Iglesias,10231,578428
José Martínez,- - -,José Martínez,2018,794,0.330813693,0.762782147,0.489361702,0.258865248,0.38938053,0.084382871,0.198992443,Jose Martinez,7996,500874
Jose Miranda,MIN,Jose Miranda,2022,464,0.302508638,0.680221209,0.474926253,0.209439528,0.33038348,0.0625,0.183189655,Jose Miranda,20538,669304
José Osuna,PIT,José Osuna,2018,295,0.299635781,0.716619494,0.472972972,0.162162162,0.29279279,0.047457627,0.189830508,Jose Osuna,12937,591741
José Peraza,- - -,José Peraza,2018,926,0.290845872,0.673326188,0.358649789,0.226441631,0.29755435,0.04211663,0.140388768,Jose Peraza,13593,606299
José Pirela,- - -,José Pirela,2018,321,0.258878124,0.585205585,0.537117903,0.179039301,0.36521739,0.046728971,0.22741433,Jose Pirela,5485,517369
Jose Siri,- - -,Jose Siri,2021,543,0.316540223,0.741203264,0.418461538,0.181538461,0.29003021,0.053406998,0.32596685,Jose Siri,17452,642350
Jose Trevino,- - -,Jose Trevino,2018,745,0.261103031,0.603299496,0.450530035,0.204946996,0.29173989,0.03624161,0.195973154,Jose Trevino,16725,624431
Josh Donaldson,- - -,Josh Donaldson,2018,1670,0.333677138,0.777287382,0.430754536,0.185291308,0.39350525,0.123952095,0.24011976,Josh Donaldson,5038,518626
Josh Harrison,- - -,Josh Harrison,2018,1223,0.29616373,0.674301023,0.393709327,0.220173535,0.27438371,0.053147996,0.158626328,Josh Harrison,8202,543281
Josh Jung,TEX,Josh Jung,2022,462,0.298597054,0.69130869,0.369175627,0.247311827,0.39426523,0.056277056,0.329004329,Josh Jung,26299,673962
Josh Phegley,- - -,Josh Phegley,2018,314,0.269361947,0.626821861,0.369369369,0.229729729,0.29910714,0.05732484,0.213375796,Josh Phegley,9308,572033
Joshua Fuentes,COL,Joshua Fuentes,2019,295,0.275584316,0.64181581,0.45,0.181818181,0.23529412,0.023728813,0.223728813,Joshua Fuentes,16885,658069
Juan Lagares,- - -,Juan Lagares,2018,477,0.256203429,0.591866893,0.467289719,0.214953271,0.29253731,0.050314465,0.241090146,Juan Lagares,5384,501571
Julio Rodríguez,SEA,Julio Rodríguez,2022,970,0.354962916,0.83242726,0.48030303,0.168181818,0.37727273,0.06185567,0.239175257,Julio Rodriguez,23697,677594
Justin Turner,- - -,Justin Turner,2018,2049,0.357361253,0.827270358,0.345333333,0.244666666,0.37308461,0.090775988,0.152757442,Justin Turner,5235,457759
Justin Upton,- - -,Justin Upton,2018,1031,0.33261925,0.773050107,0.403908794,0.185667752,0.40716612,0.102812803,0.283220174,Justin Upton,5222,457708
Ke'Bryan Hayes,PIT,Ke'Bryan Hayes,2020,1096,0.302395775,0.691577582,0.476572958,0.200803212,0.3355615,0.078467153,0.234489051,Ke'Bryan Hayes,18577,663647
Kelvin Gutiérrez,- - -,Kelvin Gutiérrez,2019,290,0.252763295,0.558934168,0.632978723,0.138297872,0.2712766,0.075862068,0.265517241,Kelvin Gutierrez,17468,642721
Keston Hiura,MIL,Keston Hiura,2019,743,0.355462891,0.840329783,0.389162561,0.221674876,0.41421569,0.068640646,0.344549125,Keston Hiura,20003,669374
Kevan Smith,- - -,Kevan Smith,2018,353,0.258916873,0.586263654,0.58076923,0.2,0.31153846,0.056657223,0.189801699,Kevan Smith,12284,607345
Kevin Newman,- - -,Kevin Newman,2018,1334,0.274296142,0.631986778,0.490636704,0.205056179,0.23268698,0.047976011,0.133433283,Kevin Newman,17696,621028
Kevin Pillar,- - -,Kevin Pillar,2018,1324,0.29228883,0.684564018,0.405811623,0.224448897,0.342,0.033987915,0.192598187,Kevin Pillar,12434,607680
Kevin Plawecki,- - -,Kevin Plawecki,2018,631,0.30250354,0.684759198,0.428899082,0.185779816,0.31890661,0.08399366,0.194928684,Kevin Plawecki,13807,608700
Khris Davis,- - -,Khris Davis,2018,973,0.311794254,0.735663366,0.383223684,0.169407894,0.4375,0.076053442,0.285714285,Khris Davis,9112,501981
Kris Bryant,- - -,Kris Bryant,2018,1783,0.336762944,0.775755549,0.381158167,0.221261884,0.32700604,0.099270891,0.223780145,Kris Bryant,15429,592178
Kurt Suzuki,- - -,Kurt Suzuki,2018,877,0.30213619,0.69846308,0.34672619,0.226190476,0.33135215,0.064994298,0.139110604,Kurt Suzuki,8259,435559
Kyle Farmer,- - -,Kyle Farmer,2018,1282,0.287750518,0.657552319,0.434543454,0.233223322,0.32166302,0.048361934,0.209048361,Kyle Farmer,14813,571657
Kyle Higashioka,NYY,Kyle Higashioka,2018,638,0.271145865,0.629776388,0.353919239,0.197149643,0.35529412,0.062695924,0.269592476,Kyle Higashioka,5517,543309
Kyle Lewis,- - -,Kyle Lewis,2019,411,0.328687598,0.760600116,0.45,0.175,0.33333333,0.109489051,0.301703163,Kyle Lewis,19508,641786
Lane Thomas,- - -,Lane Thomas,2019,1087,0.300495661,0.692447852,0.459420289,0.166666666,0.32608696,0.073597056,0.27598896,Lane Thomas,16939,657041
Lewis Brinson,- - -,Lewis Brinson,2018,738,0.227669462,0.523072802,0.480167014,0.181628392,0.34161491,0.036585365,0.296747967,Lewis Brinson,14352,621446
Logan Forsythe,- - -,Logan Forsythe,2018,517,0.29534279,0.662612759,0.482142857,0.208333333,0.38095238,0.108317214,0.230174081,Logan Forsythe,7185,523253
Lorenzo Cain,MIL,Lorenzo Cain,2018,1233,0.313187879,0.709662619,0.557930258,0.206974128,0.3295838,0.08515815,0.178426601,Lorenzo Cain,9077,456715
Lourdes Gurriel Jr.,- - -,Lourdes Gurriel Jr.,2018,1788,0.334005911,0.782309417,0.424542682,0.214939024,0.34700076,0.058165548,0.195190156,Lourdes Gurriel Jr.,19238,666971
Luis Robert Jr.,CHW,Luis Robert Jr.,2020,1194,0.334007146,0.786298605,0.389095415,0.218091697,0.32342007,0.049413735,0.256281407,Luis Robert Jr.,20043,673357
Luis Torrens,- - -,Luis Torrens,2019,382,0.280499623,0.631283334,0.510548523,0.23206751,0.33054393,0.086387434,0.282722513,Luis Torrens,15905,620443
Luis Urías,- - -,Luis Urías,2018,1216,0.307732974,0.691237134,0.442875481,0.183568677,0.32608696,0.112664473,0.216282894,Luis Urias,16622,649966
Luke Maile,- - -,Luke Maile,2018,590,0.279790664,0.624257122,0.456521739,0.201086956,0.27956989,0.086440677,0.264406779,Luke Maile,13355,571912
Luke Voit,- - -,Luke Voit,2018,1258,0.362234712,0.847609057,0.397333333,0.241333333,0.40266667,0.101748807,0.284578696,Luke Voit,14811,572228
Maikel Franco,- - -,Maikel Franco,2018,1394,0.294339686,0.699387779,0.474254742,0.16440831,0.2962963,0.050932568,0.152797704,Maikel Franco,12179,596748
Maikel Garcia,KCR,Maikel Garcia,2022,414,0.285589558,0.641515607,0.5,0.246428571,0.37010676,0.082125603,0.234299516,Maikel Garcia,22715,672580
Manny Machado,- - -,Manny Machado,2018,2581,0.350071445,0.832300447,0.400214018,0.185125735,0.39946524,0.086400619,0.185586981,Manny Machado,11493,592518
Manny Piña,- - -,Manny Piña,2018,512,0.291344528,0.676862064,0.402234636,0.209497206,0.3547486,0.0703125,0.20703125,Manny Pina,2829,444489
Manuel Margot,- - -,Manuel Margot,2018,1554,0.286360384,0.660707519,0.456217162,0.183887915,0.3161512,0.066280566,0.178893178,Manuel Margot,14712,622534
Marcell Ozuna,- - -,Marcell Ozuna,2018,2122,0.342683134,0.803003169,0.411323328,0.20122783,0.42223738,0.090951932,0.213949104,Marcell Ozuna,10324,542303
Marcus Semien,- - -,Marcus Semien,2018,2798,0.340312662,0.797231463,0.358180058,0.200871248,0.33945841,0.090421729,0.166547533,Marcus Semien,12533,543760
Mark Canha,- - -,Mark Canha,2018,1882,0.344591442,0.779550707,0.423588039,0.206810631,0.32475083,0.107863974,0.204038257,Mark Canha,11445,592192
Mark Trumbo,BAL,Mark Trumbo,2018,269,0.321664917,0.746301189,0.393442622,0.256830601,0.43169399,0.066914498,0.249070631,Mark Trumbo,6876,444432
Martín Maldonado,- - -,Martín Maldonado,2018,1523,0.258275443,0.58131192,0.410733844,0.191675794,0.2901169,0.080761654,0.285620485,Martin Maldonado,6887,455117
Martín Prado,MIA,Martín Prado,2018,321,0.245354347,0.561356509,0.475206611,0.23553719,0.29752066,0.037383177,0.205607476,Martin Prado,3312,445988
Matt Chapman,- - -,Matt Chapman,2018,2444,0.336017789,0.78299535,0.364505119,0.166552901,0.39836289,0.107610474,0.277414075,Matt Chapman,16505,656305
Matt Davidson,- - -,Matt Davidson,2018,402,0.286544178,0.65047643,0.399082568,0.183486238,0.36697248,0.099502487,0.345771144,Matt Davidson,7226,571602
Matt Duffy,- - -,Matt Duffy,2018,983,0.309981791,0.700069711,0.527272727,0.247552447,0.28212291,0.069175991,0.188199389,Matt Duffy,13836,622110
Matt Kemp,- - -,Matt Kemp,2018,432,0.316129859,0.73526077,0.402061855,0.261168384,0.395189,0.074074074,0.25,Matt Kemp,5631,461314
Matt McLain,CIN,Matt McLain,2023,302,0.353688282,0.820209591,0.413407821,0.217877094,0.32402235,0.07615894,0.311258278,Matt McLain,29695,680574
Matt Vierling,- - -,Matt Vierling,2021,639,0.300418216,0.683937433,0.486175115,0.195852534,0.34482759,0.07198748,0.236306729,Matt Vierling,21558,663837
Mauricio Dubón,- - -,Mauricio Dubón,2019,867,0.271546342,0.625925925,0.41766467,0.200598802,0.26222222,0.044982698,0.170703575,Mauricio Dubon,16530,643289
Max Stassi,- - -,Max Stassi,2018,796,0.299689502,0.679920255,0.472647702,0.17286652,0.30415755,0.092964824,0.314070351,Max Stassi,10059,545358
Michael A. Taylor,- - -,Michael A. Taylor,2018,1353,0.280418923,0.640335501,0.453254437,0.175147928,0.31548975,0.068736141,0.275683665,Michael A. Taylor,11489,572191
Michael Chavis,- - -,Michael Chavis,2019,716,0.286273729,0.663348569,0.46031746,0.192743764,0.29478458,0.062849162,0.311452513,Michael Chavis,17321,656308
Miguel Andujar,- - -,Miguel Andujar,2018,748,0.322656347,0.75692551,0.471571906,0.190635451,0.34280936,0.038770053,0.15775401,Miguel Andujar,15878,609280
Miguel Cabrera,DET,Miguel Cabrera,2018,1717,0.295976139,0.681358494,0.484723369,0.21552436,0.34682081,0.075713453,0.211415259,Miguel Cabrera,1744,408234
Miguel Rojas,- - -,Miguel Rojas,2018,1907,0.279170478,0.636631098,0.479360852,0.211717709,0.25825627,0.056633455,0.138437336,Miguel Rojas,7802,500743
Miguel Sanó,MIN,Miguel Sanó,2018,1097,0.334049466,0.794497474,0.382246376,0.18115942,0.4692029,0.112123974,0.379216043,Miguel Sano,12164,593934
Mike Brosseau,- - -,Mike Brosseau,2019,264,0.292915301,0.66724375,0.453947368,0.164473684,0.33986928,0.079545454,0.314393939,Mike Brosseau,19683,670712
Mike Trout,LAA,Mike Trout,2018,1781,0.43368568,1.057459918,0.261201143,0.221163012,0.43183985,0.153846153,0.236945536,Mike Trout,10155,545361
Mike Zunino,- - -,Mike Zunino,2018,950,0.269316116,0.625986765,0.387475538,0.150684931,0.40117417,0.063157894,0.378947368,Mike Zunino,13265,572287
Mitch Garver,- - -,Mitch Garver,2018,1062,0.342333596,0.80250436,0.374422187,0.18798151,0.40769231,0.097928436,0.278719397,Mitch Garver,15161,641598
Mitch Haniger,- - -,Mitch Haniger,2018,1501,0.324648102,0.758553209,0.402051282,0.182564102,0.35794872,0.081945369,0.253830779,Mitch Haniger,14274,571745
Mookie Betts,- - -,Mookie Betts,2018,2527,0.39481695,0.935579153,0.324875896,0.225592939,0.41478213,0.113573407,0.154728927,Mookie Betts,13611,605141
Myles Straw,- - -,Myles Straw,2018,1416,0.286827319,0.6389141,0.449160908,0.198420533,0.22146341,0.098163841,0.174435028,Myles Straw,17620,664702
Nelson Cruz,- - -,Nelson Cruz,2018,1750,0.342043447,0.804084744,0.445623342,0.193633952,0.39522546,0.088,0.249714285,Nelson Cruz,2434,443558
Nick Ahmed,ARI,Nick Ahmed,2018,1430,0.285833049,0.66321244,0.481369587,0.204431017,0.31714569,0.075524475,0.213986013,Nick Ahmed,12147,605113
Nick Allen,OAK,Nick Allen,2022,462,0.214333416,0.475779621,0.528875379,0.14893617,0.19308357,0.049783549,0.194805194,Nick Allen,22277,669397
Nick Castellanos,- - -,Nick Castellanos,2018,2590,0.336004609,0.792403729,0.373725934,0.244620611,0.39014723,0.062548262,0.247104247,Nick Castellanos,11737,592206
Nick Fortes,MIA,Nick Fortes,2021,433,0.265159807,0.594841276,0.438538205,0.156146179,0.32565789,0.066974595,0.212471131,Nick Fortes,21538,663743
Nick Madrigal,- - -,Nick Madrigal,2020,594,0.30613275,0.685904135,0.579381443,0.206185567,0.20408163,0.052188552,0.094276094,Nick Madrigal,20521,663611
Nick Senzel,CIN,Nick Senzel,2019,957,0.273274363,0.618207241,0.45116279,0.2124031,0.29012346,0.082549634,0.225705329,Nick Senzel,19293,669222
Nick Solak,TEX,Nick Solak,2019,638,0.288845257,0.651971276,0.54109589,0.157534246,0.30405405,0.076802507,0.206896551,Nick Solak,19294,669256
Nico Hoerner,CHC,Nico Hoerner,2019,1166,0.315880917,0.719977177,0.489432703,0.19243604,0.24115044,0.072041166,0.132075471,Nico Hoerner,21479,663538
Nolan Arenado,- - -,Nolan Arenado,2018,2577,0.352037685,0.839154477,0.368207211,0.193499238,0.35837563,0.079549864,0.149398525,Nolan Arenado,9777,571448
Orlando Arcia,- - -,Orlando Arcia,2018,1477,0.281687317,0.651179584,0.518448438,0.171239356,0.29924953,0.062288422,0.211238997,Orlando Arcia,13185,606115
Oscar Gonzalez,CLE,Oscar Gonzalez,2022,373,0.321118321,0.743051453,0.49822064,0.209964412,0.30604982,0.037533512,0.203753351,Oscar Gonzalez,20970,660757
Óscar Mercado,- - -,Óscar Mercado,2019,602,0.280953599,0.654168549,0.406818181,0.179545454,0.31910112,0.058139534,0.194352159,Oscar Mercado,16375,640458
Owen Miller,- - -,Owen Miller,2021,650,0.283169778,0.650903233,0.468879668,0.201244813,0.2593361,0.053846153,0.193846153,Owen Miller,24655,680911
Pablo Reyes,- - -,Pablo Reyes,2018,317,0.27393803,0.612776112,0.447826086,0.173913043,0.2742616,0.085173501,0.164037854,Pablo Reyes,16357,622569
Pat Valaika,- - -,Pat Valaika,2018,370,0.236760827,0.539336782,0.365145228,0.186721991,0.24796748,0.045945945,0.283783783,Pat Valaika,14885,642162
Patrick Wisdom,- - -,Patrick Wisdom,2018,877,0.319655039,0.742894008,0.322368421,0.173245614,0.39651416,0.095781071,0.364880273,Patrick Wisdom,13602,621550
Paul DeJong,- - -,Paul DeJong,2018,1811,0.304623174,0.709224854,0.363175675,0.201013513,0.37162162,0.073992269,0.25289895,Paul DeJong,18015,657557
Paul Goldschmidt,- - -,Paul Goldschmidt,2018,2806,0.36197593,0.844257953,0.395027624,0.222099447,0.39226519,0.114041339,0.232715609,Paul Goldschmidt,9218,502671
Pedro Severino,- - -,Pedro Severino,2018,737,0.274037986,0.622820036,0.419958419,0.216216216,0.28247423,0.085481682,0.24559023,Pedro Severino,14523,600474
Pete Alonso,NYM,Pete Alonso,2019,2099,0.364438906,0.869600979,0.386638237,0.178393745,0.36958067,0.086707956,0.214864221,Pete Alonso,19251,624413
Phil Gosselin,- - -,Phil Gosselin,2018,353,0.253183119,0.58194455,0.451063829,0.225531914,0.29957806,0.04815864,0.274787535,Phil Gosselin,10953,594838
Phillip Ervin,- - -,Phillip Ervin,2018,368,0.293738823,0.675936454,0.391489361,0.255319148,0.36016949,0.081521739,0.255434782,Phillip Ervin,14738,640447
Ramón Laureano,- - -,Ramón Laureano,2018,1443,0.31616238,0.732469494,0.407366071,0.212053571,0.35300668,0.072072072,0.277200277,Ramon Laureano,17128,657656
Ramón Urías,BAL,Ramón Urías,2020,772,0.332189436,0.757829938,0.506849315,0.211350293,0.31906615,0.071243523,0.243523316,Ramon Urias,18795,602104
Randal Grichuk,- - -,Randal Grichuk,2018,1992,0.301038211,0.70512783,0.421319796,0.176939811,0.34735315,0.049698795,0.245481927,Randal Grichuk,10243,545341
Randy Arozarena,- - -,Randy Arozarena,2019,1475,0.331960511,0.7575884,0.495081967,0.174863387,0.33842795,0.092203389,0.25898305,Randy Arozarena,19290,668227
Renato Núñez,- - -,Renato Núñez,2018,764,0.327420133,0.770392782,0.35787321,0.204498977,0.31428571,0.073298429,0.268324607,Renato Nunez,14503,600524
Rhys Hoskins,PHI,Rhys Hoskins,2018,1943,0.343781129,0.803844812,0.312447786,0.203007518,0.35923141,0.11528564,0.255275347,Rhys Hoskins,16472,656555
Rob Refsnyder,- - -,Rob Refsnyder,2018,349,0.272896118,0.597295645,0.416267942,0.220095693,0.30952381,0.097421203,0.275071633,Rob Refsnyder,13770,608701
Roberto Pérez,- - -,Roberto Pérez,2018,708,0.262026982,0.596097514,0.518041237,0.167525773,0.37254902,0.09039548,0.323446327,Roberto Perez,2900,547379
Robinson Chirinos,- - -,Robinson Chirinos,2018,874,0.302243467,0.689652139,0.344329896,0.208247422,0.36032389,0.080091533,0.311212814,Robinson Chirinos,3142,455139
Ronald Acuña Jr.,ATL,Ronald Acuña Jr.,2018,2353,0.388923873,0.918648587,0.419857235,0.210253082,0.43190661,0.104547386,0.223119422,Ronald Acuna Jr.,18401,660670
Ronald Torreyes,- - -,Ronald Torreyes,2018,308,0.255356158,0.588016387,0.486055776,0.207171314,0.18146718,0.035714285,0.12012987,Ronald Torreyes,11400,591720
Ronny Rodríguez,DET,Ronny Rodríguez,2018,372,0.261561424,0.621668488,0.42629482,0.167330677,0.38314176,0.051075268,0.247311827,Ronny Rodriguez,11875,500135
Russell Martin,- - -,Russell Martin,2018,447,0.293835228,0.649155495,0.488636363,0.189393939,0.31060606,0.13870246,0.243847874,Russell Martin,4616,431145
Ryan Braun,MIL,Ryan Braun,2018,721,0.328594092,0.78096805,0.468379446,0.219367588,0.3984375,0.051317614,0.21775312,Ryan Braun,3410,460075
Ryan Jeffers,MIN,Ryan Jeffers,2020,639,0.303193315,0.695248443,0.407008086,0.191374663,0.33156499,0.078247261,0.312989045,Ryan Jeffers,24618,680777
Ryan McKenna,BAL,Ryan McKenna,2021,269,0.276619965,0.612852765,0.392592592,0.251851851,0.30935252,0.096654275,0.371747211,Ryan McKenna,19928,663630
Ryan Mountcastle,BAL,Ryan Mountcastle,2020,1247,0.319872368,0.74248478,0.403614457,0.196385542,0.33253012,0.069767441,0.256615878,Ryan Mountcastle,18373,663624
Ryan Zimmerman,WSN,Ryan Zimmerman,2018,533,0.291355846,0.678726672,0.507936507,0.166666666,0.3994709,0.075046904,0.210131332,Ryan Zimmerman,4220,475582
Ryon Healy,- - -,Ryon Healy,2018,495,0.312271103,0.739589863,0.431318681,0.173076923,0.35616438,0.046464646,0.21010101,Ryon Healy,15447,592387
Salvador Perez,KCR,Salvador Perez,2018,1782,0.325212977,0.76801333,0.3605919,0.215732087,0.40809969,0.029180695,0.23063973,Salvador Perez,7304,521692
Santiago Espinal,TOR,Santiago Espinal,2020,679,0.29586521,0.664859981,0.440944881,0.212598425,0.23597679,0.075110456,0.154639175,Santiago Espinal,19997,669289
Scott Kingery,PHI,Scott Kingery,2018,816,0.286652723,0.669175259,0.369402985,0.22761194,0.34259259,0.06372549,0.263480392,Scott Kingery,17975,664068
Sean Murphy,- - -,Sean Murphy,2019,1235,0.338009163,0.778627527,0.415,0.2,0.34,0.097975708,0.22834008,Sean Murphy,19352,669221
Seby Zavala,- - -,Seby Zavala,2019,384,0.274007752,0.629779057,0.336448598,0.224299065,0.29147982,0.059895833,0.354166666,Seby Zavala,18887,664874
Seiya Suzuki,CHC,Seiya Suzuki,2022,743,0.342835707,0.795650975,0.4360587,0.201257861,0.34800839,0.090174966,0.261103633,Seiya Suzuki,30116,673548
Shea Langeliers,OAK,Shea Langeliers,2022,463,0.301477206,0.706337378,0.343859649,0.150877192,0.33916084,0.060475161,0.311015118,Shea Langeliers,25816,669127
Spencer Steer,CIN,Spencer Steer,2022,570,0.326629732,0.742464594,0.383378016,0.19839142,0.3002681,0.103508771,0.222807017,Spencer Steer,26323,668715
Spencer Torkelson,DET,Spencer Torkelson,2022,820,0.300459006,0.682446414,0.376699029,0.190291262,0.35339806,0.096341463,0.263414634,Spencer Torkelson,27465,679529
Starlin Castro,- - -,Starlin Castro,2018,1296,0.294951607,0.690000932,0.493914807,0.191683569,0.35091278,0.058641975,0.177469135,Starlin Castro,4579,516770
Starling Marte,- - -,Starling Marte,2018,2040,0.346471261,0.804466983,0.516733601,0.197456492,0.3238973,0.05490196,0.173039215,Starling Marte,9241,516782
Stephen Piscotty,OAK,Stephen Piscotty,2018,1015,0.306148224,0.713782077,0.441860465,0.21366279,0.40493469,0.061083743,0.245320197,Stephen Piscotty,13367,572039
Taylor Ward,LAA,Taylor Ward,2018,1048,0.328075389,0.751674532,0.383010432,0.204172876,0.34074074,0.091603053,0.247137404,Taylor Ward,17548,621493
Teoscar Hernández,- - -,Teoscar Hernández,2018,2229,0.32888122,0.768747157,0.408633093,0.221582733,0.40948276,0.067294751,0.299237326,Teoscar Hernandez,13066,606192
Thairo Estrada,- - -,Thairo Estrada,2019,907,0.315813204,0.726639435,0.491446345,0.191290824,0.25606061,0.045203969,0.198456449,Thairo Estrada,16426,642731
Tim Anderson,CHW,Tim Anderson,2018,2065,0.305309766,0.706700816,0.537173476,0.225050234,0.29632107,0.040677966,0.226634382,Tim Anderson,15172,641313
Tim Beckham,- - -,Tim Beckham,2018,530,0.286950279,0.672061262,0.465317919,0.173410404,0.34482759,0.060377358,0.273584905,Tim Beckham,7949,542921
Tim Locastro,- - -,Tim Locastro,2018,331,0.294943601,0.648863636,0.430434782,0.204347826,0.24152542,0.051359516,0.166163141,Tim Locastro,15124,641796
Todd Frazier,- - -,Todd Frazier,2018,837,0.301225924,0.696087215,0.353463587,0.213143872,0.36879433,0.078853046,0.222222222,Todd Frazier,785,453943
Tom Murphy,- - -,Tom Murphy,2018,484,0.282356242,0.660789457,0.438162544,0.162544169,0.34982332,0.068181818,0.34090909,Tom Murphy,13499,608596
Tomás Nido,NYM,Tomás Nido,2018,539,0.225692433,0.51869877,0.494382022,0.213483146,0.27567568,0.035250463,0.270871985,Tomas Nido,13755,621512
Tommy Pham,- - -,Tommy Pham,2018,2154,0.319730895,0.734452179,0.50678087,0.2041399,0.42337847,0.102135561,0.237233054,Tommy Pham,2967,502054
Travis d'Arnaud,- - -,Travis d'Arnaud,2018,1137,0.312908656,0.726078912,0.413793103,0.215836526,0.34993614,0.06244503,0.233948988,Travis d'Arnaud,7739,518595
Trayce Thompson,- - -,Trayce Thompson,2018,361,0.317745536,0.726446574,0.312169312,0.227513227,0.34736842,0.11634349,0.351800554,Trayce Thompson,9952,572204
Trea Turner,- - -,Trea Turner,2018,2674,0.347588875,0.810372425,0.461180124,0.200828157,0.32904884,0.069932685,0.194839192,Trea Turner,16252,607208
Trevor Story,- - -,Trevor Story,2018,1978,0.336821837,0.793378337,0.368924302,0.20876494,0.39634631,0.080384226,0.273003033,Trevor Story,12564,596115
Trey Mancini,- - -,Trey Mancini,2018,1856,0.324013656,0.754998838,0.473769168,0.198547215,0.354318,0.080818965,0.238685344,Trey Mancini,15149,641820
Ty France,- - -,Ty France,2019,1615,0.333590487,0.758513931,0.444061962,0.219449225,0.30722892,0.06873065,0.168421052,Ty France,17982,664034
Tyler Flowers,ATL,Tyler Flowers,2018,478,0.299962042,0.68698192,0.412408759,0.211678832,0.48540146,0.079497907,0.317991631,Tyler Flowers,9134,452095
Tyler O'Neill,STL,Tyler O'Neill,2018,1276,0.32692479,0.765054485,0.390625,0.204427083,0.36979167,0.070532915,0.312695924,Tyler O'Neill,15711,641933
Tyler Stephenson,CIN,Tyler Stephenson,2020,768,0.32628454,0.742641226,0.485714285,0.273469387,0.30204082,0.091145833,0.256510416,Tyler Stephenson,17988,663886
Tyler White,- - -,Tyler White,2018,340,0.32997999,0.766127775,0.412280701,0.22368421,0.3377193,0.105882352,0.223529411,Tyler White,15564,643603
Tyrone Taylor,MIL,Tyrone Taylor,2019,651,0.317106437,0.742278846,0.385809312,0.172949002,0.32522124,0.056835637,0.227342549,Tyrone Taylor,13675,621438
Victor Robles,WSN,Victor Robles,2018,1240,0.279576218,0.641192076,0.389105058,0.234760051,0.25060241,0.054838709,0.243548387,Victor Robles,18363,645302
Vladimir Guerrero Jr.,TOR,Vladimir Guerrero Jr.,2019,2213,0.365493905,0.860017103,0.476307692,0.179076923,0.38953846,0.088567555,0.166741979,Vladimir Guerrero Jr.,19611,665489
Welington Castillo,CHW,Welington Castillo,2018,289,0.291526694,0.688414711,0.417989417,0.158730158,0.35978836,0.051903114,0.283737024,Welington Castillo,3256,456078
Whit Merrifield,- - -,Whit Merrifield,2018,2605,0.316985796,0.732782235,0.404761904,0.246707193,0.29305136,0.064107485,0.165451055,Whit Merrifield,11281,593160
Wil Myers,- - -,Wil Myers,2018,1386,0.313261221,0.7272039,0.437575757,0.214545454,0.38928571,0.084415584,0.305916305,Wil Myers,10047,571976
